Date,Close,High,Low,Open,Volume,MA20,MA50,Signal,Position,Action
2026-03-06,140.07131958007812,146.05895744019574,139.23698642101704,142.819743761406,1014497,151.131258392334,,0,0.0,Утримання
2026-03-09,137.12657165527344,138.35354530103947,133.69104544712846,138.35354530103947,891300,150.44906005859374,,0,0.0,Утримання
2026-03-10,139.2369842529297,140.1203993435225,134.9671097004157,139.6296098537028,984891,149.7595016479492,,0,0.0,Утримання
2026-03-11,137.4701385498047,139.3842145569825,136.43947762972232,137.4210566054757,619021,149.08466644287108,,0,0.0,Утримання
2026-03-12,138.59893798828125,138.8443327138192,135.26157571204757,136.43946739908856,879119,148.47854080200196,150.9108920288086,-1,-1.0,Утримання
2026-03-13,136.34130859375,138.15723562141943,134.91802212818243,136.6357852708999,704459,147.69082336425782,150.3513919067383,-1,0.0,Утримання
2026-03-16,138.4517059326172,138.4517059326172,133.691042307754,136.63577898844332,644458,147.05279693603515,149.7850207519531,-1,0.0,Утримання
2026-03-17,138.010009765625,140.02223468059927,136.34131352729534,137.86276393286894,843742,146.27489624023437,149.3305499267578,-1,0.0,Утримання
2026-03-18,135.50697326660156,139.1878942265181,134.42723046061042,138.10815142052695,785210,145.3423957824707,148.88098693847655,-1,0.0,Утримання
2026-03-19,130.79539489746094,133.93644453735592,128.97946785151692,133.29842421186538,1228813,144.26265869140624,148.24983184814454,-1,0.0,Утримання
2026-03-20,131.04078674316406,133.69104685029365,129.37210556294957,131.97328372819223,2153204,143.0258689880371,147.59904510498046,-1,0.0,Утримання
2026-03-23,130.79539489746094,136.43947385176037,127.55618137162612,128.48867837723003,991410,141.78171768188477,146.96298217773438,-1,0.0,Утримання
2026-03-24,129.7156524658203,132.12053287946017,129.0776321383482,131.38434866574337,598367,140.40505294799806,146.362255859375,-1,0.0,Утримання
2026-03-25,130.20643615722656,133.39656760827822,129.8628925260443,131.48249173318834,663789,139.13636169433593,145.82238739013673,-1,0.0,Утримання
2026-03-26,131.62974548339844,133.69105232775047,128.78315749209364,129.22486503176148,532712,137.74252014160157,145.26779541015625,-1,0.0,Утримання
2026-03-27,129.6175079345703,131.3352711579198,129.42119513315743,131.3352711579198,428896,136.4591064453125,144.72203765869142,-1,0.0,Утримання
2026-03-30,131.18801879882812,131.18801879882812,128.09605114166345,129.12671201995366,501577,135.5904083251953,144.37063232421875,-1,0.0,Утримання
2026-03-31,134.13275146484375,134.62354091766457,131.13894778480122,131.72788614156292,664260,135.07753219604493,144.04965576171875,-1,0.0,Утримання
2026-04-01,134.37815856933594,139.67869413467633,133.2493487149513,139.62961218933205,890315,134.83704528808593,143.744384765625,-1,0.0,Утримання
2026-04-02,132.4149932861328,133.69104890628765,130.10829175903177,132.21868049327193,0,134.33643951416016,143.39985046386718,-1,0.0,Утримання
2026-04-07,128.43960571289062,134.32907914300793,128.04696516425952,133.49473108265914,755852,133.75485382080078,143.1466030883789,-1,0.0,Утримання
2026-04-08,135.0161895751953,137.61736784028204,133.7892158694551,136.09591744962287,997989,133.6493347167969,142.96206634521485,-1,0.0,Утримання
2026-04-09,134.476318359375,134.86894395474317,132.46407848327374,134.52540030322263,543768,133.41130142211915,142.7647689819336,-1,0.0,Утримання
2026-04-10,135.26158142089844,137.56828295168836,134.81987389182854,135.40881227135304,660157,133.30087356567384,142.632255859375,-1,0.0,Утримання
2026-04-13,133.49473571777344,134.2309199220994,132.7585515134475,133.74013045254875,459207,133.04566345214843,142.48501892089843,-1,0.0,Утримання
2026-04-14,135.35972595214844,135.75236650350922,133.49473201072786,134.03460340778292,637277,132.99658432006837,142.2641635131836,-1,0.0,Утримання
2026-04-15,137.42105102539062,137.42105102539062,134.03460669209184,134.81987283634953,468228,132.94505157470704,142.06490295410157,-1,0.0,Утримання
2026-04-16,139.2369842529297,139.43329705331624,137.66645189442403,137.96092858385717,449603,133.00640029907225,141.92453735351563,-1,0.0,Утримання
2026-04-17,143.70315551757812,145.27368786394663,138.9425064897416,139.38421403162445,829473,133.41620941162108,141.81558197021485,-1,0.0,Утримання
2026-04-20,142.1817169189453,142.7215733593577,140.1694770756159,140.6602665506862,435602,133.98552551269532,141.6781610107422,-1,0.0,Утримання
2026-04-21,142.37803649902344,144.19394865670432,141.83816505517515,142.52526735747892,408292,134.5523880004883,141.52503479003906,-1,0.0,Утримання
2026-04-22,138.9425048828125,141.83815982134013,138.10815677513386,141.7890778777638,535616,134.95974349975586,141.28847412109374,-1,0.0,Утримання
2026-04-23,135.55606079101562,138.59894658990805,135.26158410655344,138.30446990544587,528187,135.25176391601562,140.93903228759766,-1,0.0,Утримання
2026-04-24,133.74012756347656,135.40880872836047,132.46407197466925,133.4947328340023,537629,135.42844848632814,140.59449798583984,-1,0.0,Утримання
2026-04-27,135.26158142089844,136.63578595082836,134.08368968414337,134.08368968414337,463801,135.61004028320312,140.28530059814454,-1,0.0,Утримання
2026-04-28,135.26158142089844,135.9977656285836,134.23092053459797,135.50697615679348,428538,135.89224395751953,139.94861907958983,-1,0.0,Утримання
2026-04-29,146.54974365234375,147.72763542430522,142.72157667133587,145.66631359009278,1526535,136.66033020019532,139.85536926269532,-1,0.0,Утримання
2026-04-30,144.6847381591797,146.74606004385504,143.0651388052968,145.02829679919455,841505,137.18792953491212,139.6777035522461,-1,0.0,Утримання
2026-05-04,138.6480255126953,145.6663089546449,138.5498616274446,145.6663089546449,758398,137.40142288208008,139.3675244140625,-1,0.0,Утримання
2026-05-05,140.02223205566406,140.70934930689828,138.01000717841208,138.45171471298676,619715,137.78178482055665,139.1201663208008,-1,0.0,Утримання
2026-05-06,145.51907348632812,147.8257899171599,140.46394808817197,142.13262924053478,728372,138.63575820922853,138.9150161743164,-1,0.0,Утримання
2026-05-07,149.1999969482422,150.3778886654503,146.50065489819175,147.13867520984863,1011877,139.34494857788087,138.7854476928711,1,2.0,Купівля
2026-05-08,146.85000610351562,150.1999969482422,146.85000610351562,149.0,560555,139.9636329650879,138.5774688720703,1,0.0,Утримання
2026-05-11,141.6999969482422,145.85000610351562,140.75,145.14999389648438,740552,140.2855537414551,138.29986358642577,1,0.0,Утримання
2026-05-12,142.0,144.1999969482422,139.89999389648438,141.0500030517578,700360,140.7108169555664,137.94973205566407,1,0.0,Утримання
2026-05-13,144.0,145.5,139.75,141.14999389648438,569482,141.142830657959,137.72401641845704,1,0.0,Утримання
2026-05-14,146.8000030517578,147.14999389648438,143.35000610351562,144.89999389648438,392119,141.61177825927734,137.68877685546875,1,0.0,Утримання
2026-05-15,145.6999969482422,146.5,142.8000030517578,144.6999969482422,457343,141.93492889404297,137.71497131347655,1,0.0,Утримання
2026-05-18,147.3000030517578,149.60000610351562,143.0,144.14999389648438,717278,142.11477127075196,137.8772134399414,1,0.0,Утримання
2026-05-19,146.75,148.8000030517578,146.10000610351562,147.8000030517578,611299,142.3431854248047,137.96367126464844,1,0.0,Утримання
2026-05-20,148.1999969482422,149.25,144.1999969482422,145.0,468371,142.63428344726563,138.12624481201172,1,0.0,Утримання
2026-05-21,150.0,151.60000610351562,147.8000030517578,148.8000030517578,592165,143.187158203125,138.38371337890624,1,0.0,Утримання
2026-05-22,154.5,157.4499969482422,151.5,154.8000030517578,738267,144.1343551635742,138.68897369384766,1,0.0,Утримання
2026-05-25,157.85000610351562,159.0,155.3000030517578,155.9499969482422,414561,145.33984909057617,139.0965710449219,1,0.0,Утримання
2026-05-26,157.1999969482422,157.64999389648438,155.10000610351562,157.5500030517578,390133,146.43676986694337,139.4685922241211,1,0.0,Утримання
2026-05-27,165.64999389648438,168.9499969482422,159.0,159.0,1196927,147.95619049072266,140.0547659301758,1,0.0,Утримання
2026-05-28,167.14999389648438,170.10000610351562,166.14999389648438,166.4499969482422,818569,148.9862030029297,140.62873168945313,1,0.0,Утримання
2026-05-29,166.60000610351562,170.3000030517578,166.60000610351562,170.0,1645971,150.08196640014648,141.20053161621092,1,0.0,Утримання
2026-06-01,165.0,168.0,163.1999969482422,167.39999389648438,596130,151.39956512451172,141.79039215087892,1,0.0,Утримання
2026-06-02,166.85000610351562,169.1999969482422,165.39999389648438,166.75,606438,152.7409538269043,142.511484375,1,0.0,Утримання
2026-06-03,161.60000610351562,166.39999389648438,161.60000610351562,165.6999969482422,553769,153.54500045776368,143.12266876220704,1,0.0,Утримання
2026-06-04,160.5500030517578,163.5,160.0500030517578,162.1999969482422,442622,154.11250076293945,143.71776092529296,1,0.0,Утримання
2026-06-05,161.4499969482422,164.60000610351562,160.6999969482422,160.6999969482422,459153,154.84250030517578,144.3524478149414,1,0.0,Утримання
2026-06-08,164.5500030517578,166.35000610351562,158.4499969482422,159.35000610351562,565860,155.98500061035156,145.03931915283204,1,0.0,Утримання
2026-06-09,167.35000610351562,169.6999969482422,164.10000610351562,164.35000610351562,630172,157.25250091552735,145.75372436523438,1,0.0,Утримання
2026-06-10,172.10000610351562,172.60000610351562,167.5,170.0,809716,158.65750122070312,146.60337432861328,1,0.0,Утримання
2026-06-11,173.3000030517578,175.0,171.4499969482422,171.5,650956,159.9825012207031,147.44561401367187,1,0.0,Утримання
2026-06-12,176.35000610351562,179.60000610351562,175.4499969482422,175.85000610351562,814476,161.5150016784668,148.2899591064453,1,0.0,Утримання
2026-06-15,176.35000610351562,180.5,175.35000610351562,180.0,648533,162.96750183105468,149.1293960571289,1,0.0,Утримання
2026-06-16,174.1999969482422,176.0500030517578,173.1999969482422,175.5,351974,164.3400016784668,149.96509613037108,1,0.0,Утримання
2026-06-17,173.10000610351562,174.89999389648438,172.8000030517578,173.85000610351562,478326,165.58500213623046,150.8583041381836,1,0.0,Утримання
2026-06-18,177.9499969482422,178.14999389648438,169.5,171.0,952981,166.98250198364258,151.71698028564452,1,0.0,Утримання
2026-06-19,174.89999389648438,177.5,173.39999389648438,176.39999389648438,1261231,168.00250167846679,152.52545379638673,1,0.0,Утримання
2026-06-22,174.5,174.5,170.75,173.14999389648438,564821,168.83500137329102,153.31022216796876,1,0.0,Утримання
2026-06-23,171.10000610351562,176.5500030517578,171.10000610351562,173.14999389648438,635447,169.53000183105468,154.06232757568358,1,0.0,Утримання
2026-06-24,176.0,176.60000610351562,170.75,172.0,596012,170.04750213623046,154.87513305664064,1,0.0,Утримання
2026-06-25,177.89999389648438,182.0,176.75,176.9499969482422,764670,170.58500213623046,155.6847119140625,1,0.0,Утримання
2026-06-26,181.6999969482422,181.6999969482422,176.4499969482422,178.64999389648438,612529,171.3400016784668,156.53397216796876,1,0.0,Утримання
2026-06-29,180.89999389648438,183.14999389648438,179.10000610351562,180.75,687102,172.135001373291,157.27790893554686,1,0.0,Утримання
2026-06-30,179.39999389648438,181.5500030517578,176.75,178.0,734648,172.76250076293945,158.02227447509765,1,0.0,Утримання
2026-07-01,181.0,181.0,175.5,179.0,652108,173.73250045776368,158.79471374511718,1,0.0,Утримання
2026-07-02,183.6999969482422,186.0,181.8000030517578,182.5,913345,174.8900001525879,159.6898635864258,1,0.0,Утримання
2026-07-03,185.3000030517578,186.10000610351562,181.89999389648438,182.25,276571,176.08250045776367,160.68474243164061,1,0.0,Утримання
2026-07-06,185.39999389648438,188.8000030517578,185.0500030517578,185.9499969482422,531236,177.125,161.7179397583008,1,0.0,Утримання
2026-07-07,187.89999389648438,188.5,185.9499969482422,186.60000610351562,568179,178.15249938964843,162.7707080078125,1,0.0,Утримання
2026-07-08,179.14999389648438,187.10000610351562,178.75,186.25,887057,178.50499877929687,163.6484762573242,1,0.0,Утримання
2026-07-09,181.5500030517578,182.1999969482422,178.75,180.25,404829,178.91749877929686,164.3484814453125,1,0.0,Утримання
2026-07-10,181.85000610351562,182.5500030517578,179.9499969482422,182.0500030517578,483370,179.19249877929687,165.09178680419922,1,0.0,Утримання
2026-07-13,183.60000610351562,184.35000610351562,180.3000030517578,180.4499969482422,438711,179.55499877929688,165.99082641601564,1,0.0,Утримання
2026-07-14,180.60000610351562,183.5500030517578,179.5,180.5,607444,179.87499923706054,166.80238189697266,1,0.0,Утримання
2026-07-15,182.89999389648438,183.9499969482422,179.0,180.8000030517578,460978,180.364998626709,167.5500003051758,1,0.0,Утримання
2026-07-16,182.9499969482422,183.3000030517578,179.3000030517578,182.10000610351562,597150,180.614998626709,168.22500030517577,1,0.0,Утримання
2026-07-17,181.10000610351562,182.89999389648438,180.3000030517578,181.0,421978,180.92499923706055,168.91000030517577,1,0.0,Утримання
